y m d lod sig
2009  1 27  0.5842  0.0525 
2009  1 28  0.7699  0.0564 
2009  1 29  0.8967  0.0572 
2009  1 30  0.9537  0.0587 
2009  1 31  0.9467  0.0600 
2009  2  1  0.8883  0.0591 
2009  2  2  0.7665  0.0581 
2009  2  3  0.5842  0.0566 
2009  2  4  0.4608  0.0545 
2009  2  5  0.4305  0.0531 
2009  2  6  0.4800  0.0524 
2009  2  7  0.6184  0.0524 
2009  2  8  0.8844  0.0531 
2009  2  9  1.1855  0.0539 
2009  2 10  1.3768  0.0521 
2009  2 11  1.4556  0.0495 
2009  2 12  1.3834  0.0523 
2009  2 13  1.1369  0.0547 
2009  2 14  0.8352  0.0547 
2009  2 15  0.6048  0.0543 
2009  2 16  0.4389  0.0532 
2009  2 17  0.3088  0.0518 
2009  2 18  0.1826  0.0509 
2009  2 19  0.1361  0.0505 
2009  2 20  0.1404  0.0507 
2009  2 21  0.1908  0.0519 
2009  2 22  0.3527  0.0536 
2009  2 23  0.5879  0.0547 
2009  2 24  0.8411  0.0555 
2009  2 25  1.0621  0.0557 
2009  2 26  1.2074  0.0558 
2009  2 27  1.2615  0.0568 
2009  2 28  1.2527  0.0574 
2009  3  1  1.1889  0.0566 
2009  3  2  1.0867  0.0543 
2009  3  3  0.9523  0.0523 
2009  3  4  0.8134  0.0512 
2009  3  5  0.7422  0.0500 
2009  3  6  0.8093  0.0500 
2009  3  7  0.9850  0.0509 
2009  3  8  1.2131  0.0518 
2009  3  9  1.4911  0.0535 
2009  3 10  1.7409  0.0565 
2009  3 11  1.8018  0.0586 
2009  3 12  1.6750  0.0570 
2009  3 13  1.4654  0.0555 
2009  3 14  1.2362  0.0541 
2009  3 15  1.0234  0.0517 
2009  3 16  0.8323  0.0496 
2009  3 17  0.6760  0.0479 
2009  3 18  0.5837  0.0463 
2009  3 19  0.5877  0.0458 
2009  3 20  0.6993  0.0462 
2009  3 21  0.8939  0.0470 
2009  3 22  1.1276  0.0482 
2009  3 23  1.3544  0.0489 
2009  3 24  1.5356  0.0499 
2009  3 25  1.6477  0.0509 
2009  3 26  1.6775  0.0523 
2009  3 27  1.6170  0.0540 
2009  3 28  1.4645  0.0552 
2009  3 29  1.2548  0.0544 
2009  3 30  1.0342  0.0527 
2009  3 31  0.8682  0.0509 
2009  4  1  0.7914  0.0488 
2009  4  2  0.8093  0.0475 
2009  4  3  0.9099  0.0468 
2009  4  4  1.0910  0.0465 
2009  4  5  1.3350  0.0464 
2009  4  6  1.5829  0.0470 
2009  4  7  1.7512  0.0480 
2009  4  8  1.7821  0.0484 
2009  4  9  1.6340  0.0494 
2009  4 10  1.4597  0.0509 
2009  4 11  1.3030  0.0510 
2009  4 12  1.0709  0.0503 
2009  4 13  0.8483  0.0499 
2009  4 14  0.7165  0.0490 
2009  4 15  0.7311  0.0483 
2009  4 16  0.8371  0.0481 
2009  4 17  0.9566  0.0480 
2009  4 18  1.0902  0.0483 
2009  4 19  1.2710  0.0485 
2009  4 20  1.4880  0.0490 
2009  4 21  1.6921  0.0498 
2009  4 22  1.8094  0.0498 
2009  4 23  1.7986  0.0496 
2009  4 24  1.6763  0.0508 
2009  4 25  1.4969  0.0523 
2009  4 26  1.3052  0.0530 
2009  4 27  1.1432  0.0529 
2009  4 28  1.0347  0.0517 
2009  4 29  1.0139  0.0502 
2009  4 30  1.1040  0.0492 
2009  5  1  1.2940  0.0495 
2009  5  2  1.5285  0.0506 
2009  5  3  1.7113  0.0526 
2009  5  4  1.7883  0.0552 
2009  5  5  1.7605  0.0555 
2009  5  6  1.6295  0.0548 
2009  5  7  1.4088  0.0562 
2009  5  8  1.1194  0.0573 
2009  5  9  0.8404  0.0568 
2009  5 10  0.6589  0.0547 
2009  5 11  0.5676  0.0536 
2009  5 12  0.5223  0.0538 
2009  5 13  0.5461  0.0532 
2009  5 14  0.6484  0.0519 
2009  5 15  0.7776  0.0503 
2009  5 16  0.9089  0.0490 
2009  5 17  1.0498  0.0479 
2009  5 18  1.2090  0.0478 
2009  5 19  1.3720  0.0485 
2009  5 20  1.4766  0.0495 
2009  5 21  1.4606  0.0508 
2009  5 22  1.3127  0.0523 
2009  5 23  1.1132  0.0534 
2009  5 24  0.9363  0.0519 
2009  5 25  0.7961  0.0512 
2009  5 26  0.7323  0.0503 
2009  5 27  0.7774  0.0488 
2009  5 28  0.9379  0.0477 
2009  5 29  1.1733  0.0471 
2009  5 30  1.3816  0.0468 
2009  5 31  1.4710  0.0465 
2009  6  1  1.4279  0.0465 
2009  6  2  1.2847  0.0462 
2009  6  3  1.0894  0.0462 
2009  6  4  0.8651  0.0476 
2009  6  5  0.6319  0.0497 
2009  6  6  0.4379  0.0507 
2009  6  7  0.3191  0.0517 
2009  6  8  0.2698  0.0540 
2009  6  9  0.2674  0.0544 
2009  6 10  0.3463  0.0545 
2009  6 11  0.5319  0.0558 
2009  6 12  0.6670  0.0564 
2009  6 13  0.7742  0.0565 
2009  6 14  0.8952  0.0549 
2009  6 15  0.9690  0.0536 
2009  6 16  1.0087  0.0536 
2009  6 17  0.9979  0.0535 
2009  6 18  0.9026  0.0532 
2009  6 19  0.7241  0.0528 
2009  6 20  0.5007  0.0517 
2009  6 21  0.2971  0.0511 
2009  6 22  0.1563  0.0562 
2009  6 23  0.1333  0.0565 
2009  6 24  0.2218  0.0549 
2009  6 25  0.3988  0.0553 
2009  6 26  0.5831  0.0559 
2009  6 27  0.7043  0.0552 
2009  6 28  0.7330  0.0545 
2009  6 29  0.6469  0.0556 
2009  6 30  0.4452  0.0570 
2009  7  1  0.1830  0.0590 
2009  7  2 -0.0518  0.0613 
2009  7  3 -0.2218  0.0624 
2009  7  4 -0.3450  0.0630 
2009  7  5 -0.4134  0.0618 
2009  7  6 -0.4069  0.0581 
2009  7  7 -0.3493  0.0554 
2009  7  8 -0.2589  0.0537 
2009  7  9 -0.1297  0.0522 
2009  7 10  0.0185  0.0507 
2009  7 11  0.1524  0.0492 
2009  7 12  0.2586  0.0481 
2009  7 13  0.3175  0.0481 
2009  7 14  0.3105  0.0480 
2009  7 15  0.2391  0.0483 
2009  7 16  0.1299  0.0500 
2009  7 17  0.0100  0.0527 
2009  7 18 -0.1027  0.0539 
2009  7 19 -0.1880  0.0538 
2009  7 20 -0.1612  0.0539 
2009  7 21 -0.0008  0.0543 
2009  7 22  0.2226  0.0548 
2009  7 23  0.4252  0.0545 
2009  7 24  0.6066  0.0546 
2009  7 25  0.7378  0.0544 
2009  7 26  0.7598  0.0524 
2009  7 27  0.6541  0.0492 
2009  7 28  0.4468  0.0463 
2009  7 29  0.1870  0.0446 
2009  7 30 -0.0455  0.0445 
2009  7 31 -0.2287  0.0452 
2009  8  1 -0.3561  0.0464 
2009  8  2 -0.3516  0.0483 
2009  8  3 -0.2238  0.0493 
2009  8  4 -0.0727  0.0492 
2009  8  5  0.0598  0.0492 
2009  8  6  0.1905  0.0494 
2009  8  7  0.3432  0.0509 
2009  8  8  0.5065  0.0533 
2009  8  9  0.6323  0.0543 
2009  8 10  0.6774  0.0533 
2009  8 11  0.6273  0.0509 
2009  8 12  0.4845  0.0484 
2009  8 13  0.2781  0.0461 
2009  8 14  0.0681  0.0449 
2009  8 15 -0.0768  0.0448 
2009  8 16 -0.0995  0.0452 
2009  8 17  0.0167  0.0461 
2009  8 18  0.2529  0.0469 
2009  8 19  0.5384  0.0477 
2009  8 20  0.7963  0.0491 
2009  8 21  0.9603  0.0508 
2009  8 22  0.9950  0.0513 
2009  8 23  0.9042  0.0510 
2009  8 24  0.7190  0.0503 
2009  8 25  0.4888  0.0493 
2009  8 26  0.2716  0.0486 
2009  8 27  0.1348  0.0481 
2009  8 28  0.0569  0.0478 
2009  8 29  0.0303  0.0476 
2009  8 30  0.0782  0.0475 
2009  8 31  0.1865  0.0478 
2009  9  1  0.3286  0.0479 
2009  9  2  0.4771  0.0481 
2009  9  3  0.6369  0.0494 
2009  9  4  0.7949  0.0506 
2009  9  5  0.9154  0.0504 
2009  9  6  0.9552  0.0497 
2009  9  7  0.9057  0.0498 
2009  9  8  0.8015  0.0505 
2009  9  9  0.6347  0.0502 
2009  9 10  0.4253  0.0497 
2009  9 11  0.2892  0.0495 
2009  9 12  0.2675  0.0498 
2009  9 13  0.3423  0.0503 
2009  9 14  0.5114  0.0500 
2009  9 15  0.7553  0.0491 
2009  9 16  1.0353  0.0489 
2009  9 17  1.2537  0.0487 
2009  9 18  1.3458  0.0488 
2009  9 19  1.3068  0.0491 
2009  9 20  1.1731  0.0484 
2009  9 21  0.9591  0.0481 
2009  9 22  0.6910  0.0475 
2009  9 23  0.4408  0.0467 
2009  9 24  0.3151  0.0465 
2009  9 25  0.2805  0.0471 
2009  9 26  0.2585  0.0480 
2009  9 27  0.3117  0.0486 
2009  9 28  0.4777  0.0488 
2009  9 29  0.7230  0.0492 
2009  9 30  0.9843  0.0500 
2009 10  1  1.1851  0.0515 
2009 10  2  1.2908  0.0525 
2009 10  3  1.3147  0.0524 
2009 10  4  1.2867  0.0529 
2009 10  5  1.1985  0.0523 
2009 10  6  1.0342  0.0503 
2009 10  7  0.8427  0.0493 
2009 10  8  0.6858  0.0491 
2009 10  9  0.5902  0.0491 
2009 10 10  0.5768  0.0488 
2009 10 11  0.6389  0.0482 
2009 10 12  0.8030  0.0478 
2009 10 13  1.0766  0.0481 
2009 10 14  1.3309  0.0485 
2009 10 15  1.4562  0.0499 
2009 10 16  1.4821  0.0523 
2009 10 17  1.4104  0.0535 
2009 10 18  1.2286  0.0535 
2009 10 19  0.9929  0.0540 
2009 10 20  0.7850  0.0531 
2009 10 21  0.6478  0.0529 
2009 10 22  0.5794  0.0535 
2009 10 23  0.5200  0.0539 
2009 10 24  0.4970  0.0538 
2009 10 25  0.6106  0.0512 
2009 10 26  0.8210  0.0493 
2009 10 27  1.0201  0.0493 
2009 10 28  1.1395  0.0493 
2009 10 29  1.2089  0.0493 
2009 10 30  1.2564  0.0489 
2009 10 31  1.2685  0.0496 
2009 11  1  1.2009  0.0508 
2009 11  2  1.0621  0.0509 
2009 11  3  0.9061  0.0505 
2009 11  4  0.7655  0.0503 
2009 11  5  0.6694  0.0503 
2009 11  6  0.6372  0.0509 
2009 11  7  0.6827  0.0507 
2009 11  8  0.8078  0.0498 
2009 11  9  0.9769  0.0497 
2009 11 10  1.1398  0.0497 
2009 11 11  1.2706  0.0500 
2009 11 12  1.3487  0.0511 
2009 11 13  1.2771  0.0526 
2009 11 14  1.0617  0.0531 
2009 11 15  0.8287  0.0517 
2009 11 16  0.6441  0.0505 
2009 11 17  0.5080  0.0506 
2009 11 18  0.4154  0.0500 
2009 11 19  0.3607  0.0496 
2009 11 20  0.3617  0.0506 
2009 11 21  0.4972  0.0509 
2009 11 22  0.7250  0.0496 
2009 11 23  0.9498  0.0486 
2009 11 24  1.1026  0.0478 
2009 11 25  1.1944  0.0474 
2009 11 26  1.2825  0.0479 
2009 11 27  1.3434  0.0492 
2009 11 28  1.3237  0.0513 
2009 11 29  1.2053  0.0531 
2009 11 30  1.0259  0.0531 
2009 12  1  0.8130  0.0526 
2009 12  2  0.6508  0.0511 
2009 12  3  0.6118  0.0503 
2009 12  4  0.6888  0.0517 
2009 12  5  0.8292  0.0535 
2009 12  6  1.0234  0.0540 
2009 12  7  1.2346  0.0530 
2009 12  8  1.3896  0.0513 
2009 12  9  1.4334  0.0504 
2009 12 10  1.3408  0.0501 
2009 12 11  1.1437  0.0490 
2009 12 12  0.9211  0.0487 
2009 12 13  0.7495  0.0494 
2009 12 14  0.6414  0.0501 
2009 12 15  0.5817  0.0496 
2009 12 16  0.5738  0.0492 
2009 12 17  0.6298  0.0491 
2009 12 18  0.7002  0.0489 
2009 12 19  0.7945  0.0487 
2009 12 20  0.9599  0.0482 
2009 12 21  1.1595  0.0485 
2009 12 22  1.2977  0.0504 
2009 12 23  1.3287  0.0554 
2009 12 24  1.2745  0.0663 
2009 12 25  1.1907  0.0824 
2009 12 26  1.0976  0.0781 
2009 12 27  0.9593  0.0645 
2009 12 28  0.7648  0.0671 
2009 12 29  0.5374  0.0637 
2009 12 30  0.3572  0.0604 
2009 12 31  0.3326  0.0619 
2010  1  1  0.5004  0.0628 
2010  1  2  0.7727  0.0604 
2010  1  3  1.0750  0.0585 
2010  1  4  1.3060  0.0580 
2010  1  5  1.4080  0.0570 
2010  1  6  1.3602  0.0563 
2010  1  7  1.1916  0.0563 
2010  1  8  0.9578  0.0568 
2010  1  9  0.7108  0.0576 
2010  1 10  0.4935  0.0573 
2010  1 11  0.3336  0.0558 
2010  1 12  0.2459  0.0538 
2010  1 13  0.2280  0.0520 
2010  1 14  0.2773  0.0513 
2010  1 15  0.3895  0.0514 
2010  1 16  0.5579  0.0526 
2010  1 17  0.7434  0.0528 
2010  1 18  0.8962  0.0521 
2010  1 19  0.9892  0.0518 
2010  1 20  1.0212  0.0506 
2010  1 21  1.0198  0.0501 
2010  1 22  1.0067  0.0519 
2010  1 23  0.9550  0.0535 
2010  1 24  0.8440  0.0533 
2010  1 25  0.7012  0.0539 
2010  1 26  0.5758  0.0550 
2010  1 27  0.5593  0.0552 
2010  1 28  0.7033  0.0550 
2010  1 29  0.9360  0.0556 
2010  1 30  1.2321  0.0559 
2010  1 31  1.5771  0.0551 
2010  2  1  1.8494  0.0537 
2010  2  2  1.9240  0.0522 
2010  2  3  1.7975  0.0515 
2010  2  4  1.5526  0.0513 
2010  2  5  1.2878  0.0522 
2010  2  6  1.0492  0.0532 
2010  2  7  0.8406  0.0540 
2010  2  8  0.6740  0.0557 
2010  2  9  0.5557  0.0567 
2010  2 10  0.5490  0.0576 
2010  2 11  0.6958  0.0571 
2010  2 12  0.8180  0.0575 
2010  2 13  0.9260  0.0603 
2010  2 14  1.1356  0.0614 
2010  2 15  1.3267  0.0605 
2010  2 16  1.4683  0.0603 
2010  2 17  1.5343  0.0595 
2010  2 18  1.5158  0.0575 
2010  2 19  1.4371  0.0548 
2010  2 20  1.3148  0.0531 
2010  2 21  1.1785  0.0522 
2010  2 22  1.0527  0.0522 
2010  2 23  0.9915  0.0526 
2010  2 24  1.0271  0.0531 
2010  2 25  1.1719  0.0546 
2010  2 26  1.4072  0.0566 
2010  2 27  1.6986  0.0575 
2010  2 28  1.9649  0.0564 
2010  3  1  2.0973  0.0553 
2010  3  2  2.0308  0.0547 
2010  3  3  1.7958  0.0541 
2010  3  4  1.4881  0.0533 
2010  3  5  1.2025  0.0530 
2010  3  6  0.9809  0.0539 
2010  3  7  0.8307  0.0533 
2010  3  8  0.7794  0.0517 
2010  3  9  0.8241  0.0508 
2010  3 10  0.9175  0.0499 
2010  3 11  1.0019  0.0493 
2010  3 12  1.0489  0.0492 
2010  3 13  1.0855  0.0492 
2010  3 14  1.1264  0.0485 
2010  3 15  1.1815  0.0476 
2010  3 16  1.2316  0.0470 
2010  3 17  1.2387  0.0471 
2010  3 18  1.1722  0.0480 
2010  3 19  1.0264  0.0501 
2010  3 20  0.8366  0.0524 
2010  3 21  0.6619  0.0537 
2010  3 22  0.5604  0.0536 
2010  3 23  0.5726  0.0526 
2010  3 24  0.7031  0.0527 
2010  3 25  0.9404  0.0538 
2010  3 26  1.2514  0.0548 
2010  3 27  1.5859  0.0559 
2010  3 28  1.8662  0.0567 
2010  3 29  2.0002  0.0568 
2010  3 30  1.9203  0.0539 
2010  3 31  1.6631  0.0518 
2010  4  1  1.3345  0.0516 
2010  4  2  1.0174  0.0522 
2010  4  3  0.8151  0.0519 
2010  4  4  0.7644  0.0516 
2010  4  5  0.8225  0.0505 
2010  4  6  0.9316  0.0496 
2010  4  7  1.0418  0.0496 
2010  4  8  1.1881  0.0489 
2010  4  9  1.3133  0.0489 
2010  4 10  1.4008  0.0503 
2010  4 11  1.4866  0.0516 
2010  4 12  1.5645  0.0519 
2010  4 13  1.5905  0.0520 
2010  4 14  1.5439  0.0517 
2010  4 15  1.4314  0.0508 
2010  4 16  1.2805  0.0494 
2010  4 17  1.1383  0.0485 
2010  4 18  1.0446  0.0481 
2010  4 19  1.0302  0.0486 
2010  4 20  1.1113  0.0489 
2010  4 21  1.2711  0.0490 
2010  4 22  1.4725  0.0497 
2010  4 23  1.6700  0.0517 
2010  4 24  1.8238  0.0535 
2010  4 25  1.9016  0.0541 
2010  4 26  1.8719  0.0544 
2010  4 27  1.7314  0.0556 
2010  4 28  1.4974  0.0585 
2010  4 29  1.2074  0.0655 
2010  4 30  0.9221  0.0799 
2010  5  1  0.7064  0.1080 
2010  5  2  0.5919  0.1603 
2010  5  3  0.5510  0.2053 
2010  5  4  0.5491  0.2156 
2010  5  5  0.5905  0.1445 
2010  5  6  0.6733  0.1006 
2010  5  7  0.7836  0.0787 
2010  5  8  0.9346  0.0651 
2010  5  9  1.1089  0.0581 
2010  5 10  1.2386  0.0548 
2010  5 11  1.2571  0.0526 
2010  5 12  1.1528  0.0518 
2010  5 13  0.9667  0.0517 
2010  5 14  0.7735  0.0525 
2010  5 15  0.6494  0.0534 
2010  5 16  0.6404  0.0533 
2010  5 17  0.7506  0.0532 
2010  5 18  0.9492  0.0520 
2010  5 19  1.1781  0.0515 
2010  5 20  1.4049  0.0526 
2010  5 21  1.6048  0.0543 
2010  5 22  1.6945  0.0547 
2010  5 23  1.6285  0.0525 
2010  5 24  1.4248  0.0520 
2010  5 25  1.1743  0.0527 
2010  5 26  0.9614  0.0529 
2010  5 27  0.7760  0.0539 
2010  5 28  0.5912  0.0557 
2010  5 29  0.4404  0.0561 
2010  5 30  0.3614  0.0565 
2010  5 31  0.4093  0.0579 
2010  6  1  0.5398  0.0572 
2010  6  2  0.6537  0.0563 
2010  6  3  0.7131  0.0563 
2010  6  4  0.7314  0.0561 
2010  6  5  0.7271  0.0556 
2010  6  6  0.6822  0.0551 
2010  6  7  0.5981  0.0558 
2010  6  8  0.5204  0.0562 
2010  6  9  0.3906  0.0554 
2010  6 10  0.2437  0.0556 
2010  6 11  0.1273  0.0562 
2010  6 12  0.0419  0.0577 
2010  6 13  0.0382  0.0590 
2010  6 14  0.1495  0.0595 
2010  6 15  0.3019  0.0611 
2010  6 16  0.4539  0.0627 
2010  6 17  0.5748  0.0610 
2010  6 18  0.6200  0.0569 
2010  6 19  0.5568  0.0519 
2010  6 20  0.3711  0.0484 
2010  6 21  0.1170  0.0509 
2010  6 22 -0.1409  0.0508 
2010  6 23 -0.3655  0.0497 
2010  6 24 -0.5220  0.0491 
2010  6 25 -0.6117  0.0488 
2010  6 26 -0.6328  0.0487 
2010  6 27 -0.5541  0.0480 
2010  6 28 -0.4067  0.0479 
2010  6 29 -0.2455  0.0482 
2010  6 30 -0.1142  0.0482 
2010  7  1 -0.0403  0.0483 
2010  7  2  0.0128  0.0489 
2010  7  3  0.0410  0.0503 
2010  7  4  0.0043  0.0516 
2010  7  5 -0.0979  0.0506 
2010  7  6 -0.2569  0.0477 
2010  7  7 -0.4268  0.0449 
2010  7  8 -0.5596  0.0481 
2010  7  9 -0.6342  0.0520 
2010  7 10 -0.6173  0.0555 
2010  7 11 -0.4913  0.0606 
2010  7 12 -0.2819  0.0655 
2010  7 13 -0.0387  0.0670 
2010  7 14  0.1589  0.0662 
2010  7 15  0.2789  0.0666 
2010  7 16  0.3088  0.0702 
2010  7 17  0.2547  0.0707 
2010  7 18  0.1277  0.0649 
2010  7 19 -0.0628  0.0598 
2010  7 20 -0.2901  0.0577 
2010  7 21 -0.5252  0.0567 
2010  7 22 -0.7141  0.0555 
2010  7 23 -0.8067  0.0547 
2010  7 24 -0.7776  0.0550 
2010  7 25 -0.6442  0.0566 
2010  7 26 -0.4543  0.0579 
2010  7 27 -0.2700  0.0591 
2010  7 28 -0.1476  0.0590 
2010  7 29 -0.0894  0.0575 
2010  7 30 -0.0911  0.0558 
2010  7 31 -0.1329  0.0550 
2010  8  1 -0.1998  0.0535 
2010  8  2 -0.2772  0.0519 
2010  8  3 -0.3546  0.0516 
2010  8  4 -0.4188  0.0517 
2010  8  5 -0.4527  0.0517 
2010  8  6 -0.4318  0.0518 
2010  8  7 -0.3293  0.0521 
2010  8  8 -0.1299  0.0520 
2010  8  9  0.1474  0.0523 
2010  8 10  0.4443  0.0538 
2010  8 11  0.6776  0.0563 
2010  8 12  0.7769  0.0589 
2010  8 13  0.7173  0.0604 
2010  8 14  0.5282  0.0608 
2010  8 15  0.2754  0.0616 
2010  8 16  0.0256  0.0612 
2010  8 17 -0.1781  0.0580 
2010  8 18 -0.3213  0.0542 
2010  8 19 -0.4020  0.0517 
2010  8 20 -0.4039  0.0502 
2010  8 21 -0.3136  0.0494 
2010  8 22 -0.1369  0.0483 
2010  8 23  0.0689  0.0478 
2010  8 24  0.2393  0.0487 
2010  8 25  0.3337  0.0510 
2010  8 26  0.3596  0.0535 
2010  8 27  0.3413  0.0554 
2010  8 28  0.2991  0.0561 
2010  8 29  0.2354  0.0561 
2010  8 30  0.1513  0.0550 
2010  8 31  0.0545  0.0521 
2010  9  1 -0.0371  0.0486 
2010  9  2 -0.0945  0.0465 
2010  9  3 -0.0825  0.0461 
2010  9  4  0.0280  0.0461 
2010  9  5  0.2425  0.0466 
2010  9  6  0.5332  0.0478 
2010  9  7  0.8284  0.0484 
2010  9  8  1.0374  0.0484 
2010  9  9  1.0917  0.0480 
2010  9 10  0.9425  0.0475 
2010  9 11  0.6577  0.0473 
2010  9 12  0.3620  0.0470 
2010  9 13  0.1240  0.0466 
2010  9 14 -0.0430  0.0467 
2010  9 15 -0.1252  0.0468 
2010  9 16 -0.1451  0.0476 
2010  9 17 -0.0989  0.0486 
2010  9 18  0.0159  0.0484 
2010  9 19  0.1803  0.0478 
2010  9 20  0.3352  0.0472 
2010  9 21  0.4392  0.0472 
2010  9 22  0.4706  0.0473 
2010  9 23  0.4649  0.0471 
2010  9 24  0.4526  0.0470 
2010  9 25  0.4281  0.0477 
2010  9 26  0.3684  0.0482 
2010  9 27  0.2750  0.0485 
2010  9 28  0.1791  0.0492 
2010  9 29  0.1198  0.0500 
2010  9 30  0.1319  0.0499 
2010 10  1  0.2502  0.0506 
2010 10  2  0.4869  0.0520 
2010 10  3  0.8221  0.0521 
2010 10  4  1.1919  0.0517 
2010 10  5  1.5071  0.0524 
2010 10  6  1.6852  0.0526 
2010 10  7  1.6871  0.0524 
2010 10  8  1.5468  0.0523 
2010 10  9  1.3191  0.0518 
2010 10 10  1.0408  0.0511 
2010 10 11  0.8373  0.0517 
2010 10 12  0.8023  0.0527 
2010 10 13  0.8053  0.0533 
2010 10 14  0.7893  0.0534 
2010 10 15  0.8666  0.0537 
2010 10 16  0.9133  0.0535 
2010 10 17  1.0003  0.0522 
2010 10 18  1.1516  0.0514 
2010 10 19  1.2453  0.0503 
2010 10 20  1.2486  0.0494 
2010 10 21  1.1761  0.0496 
2010 10 22  1.0552  0.0501 
2010 10 23  0.9264  0.0501 
2010 10 24  0.7930  0.0498 
2010 10 25  0.6675  0.0501 
2010 10 26  0.5756  0.0500 
2010 10 27  0.5294  0.0492 
2010 10 28  0.5687  0.0491 
2010 10 29  0.7125  0.0499 
2010 10 30  0.9389  0.0501 
2010 10 31  1.2125  0.0495 
2010 11  1  1.4860  0.0499 
2010 11  2  1.7048  0.0502 
2010 11  3  1.7670  0.0492 
2010 11  4  1.6523  0.0481 
2010 11  5  1.4419  0.0482 
2010 11  6  1.2079  0.0486 
2010 11  7  0.9674  0.0491 
2010 11  8  0.7610  0.0500 
2010 11  9  0.6314  0.0502 
2010 11 10  0.5869  0.0499 
2010 11 11  0.6212  0.0500 
2010 11 12  0.7212  0.0500 
2010 11 13  0.8703  0.0503 
2010 11 14  1.0392  0.0513 
2010 11 15  1.1652  0.0520 
2010 11 16  1.1972  0.0530 
2010 11 17  1.1454  0.0541 
2010 11 18  1.0739  0.0544 
2010 11 19  0.9431  0.0548 
2010 11 20  0.7494  0.0549 
2010 11 21  0.5927  0.0536 
2010 11 22  0.5192  0.0530 
2010 11 23  0.4912  0.0525 
2010 11 24  0.5065  0.0523 
2010 11 25  0.5980  0.0530 
2010 11 26  0.7942  0.0535 
2010 11 27  1.0577  0.0538 
2010 11 28  1.2964  0.0545 
2010 11 29  1.4057  0.0540 
2010 11 30  1.4061  0.0534 
2010 12  1  1.3161  0.0533 
2010 12  2  1.1105  0.0542 
2010 12  3  0.8658  0.0555 
2010 12  4  0.6312  0.0566 
2010 12  5  0.4583  0.0569 
2010 12  6  0.4065  0.0548 
2010 12  7  0.4455  0.0524 
2010 12  8  0.5130  0.0510 
2010 12  9  0.6390  0.0498 
2010 12 10  0.6958  0.0496 
2010 12 11  0.6894  0.0500 
2010 12 12  0.7080  0.0501 
2010 12 13  0.7363  0.0502 
2010 12 14  0.7062  0.0512 
2010 12 15  0.6192  0.0519 
2010 12 16  0.5157  0.0525 
2010 12 17  0.4169  0.0540 
2010 12 18  0.3127  0.0564 
2010 12 19  0.1911  0.0567 
2010 12 20  0.1069  0.0571 
2010 12 21  0.1270  0.0592 
2010 12 22  0.2588  0.0594 
2010 12 23  0.4317  0.0592 
2010 12 24  0.6230  0.0619 
2010 12 25  0.8533  0.0676 
2010 12 26  1.0679  0.0607 
2010 12 27  1.1756  0.0508 
2010 12 28  1.0891  0.0518 
2010 12 29  0.8666  0.0521 
2010 12 30  0.6133  0.0527 
2010 12 31  0.4123  0.0543 
2011  1  1  0.2808  0.0573 
2011  1  2  0.1989  0.0595 
2011  1  3  0.1788  0.0630 
2011  1  4  0.2123  0.0618 
2011  1  5  0.2779  0.0565 
2011  1  6  0.3557  0.0523 
2011  1  7  0.4320  0.0501 
2011  1  8  0.5081  0.0497 
2011  1  9  0.5772  0.0499 
2011  1 10  0.6222  0.0505 
2011  1 11  0.6229  0.0513 
2011  1 12  0.5825  0.0522 
2011  1 13  0.5143  0.0522 
2011  1 14  0.4372  0.0511 
2011  1 15  0.3414  0.0498 
2011  1 16  0.2538  0.0485 
2011  1 17  0.2458  0.0477 
2011  1 18  0.3376  0.0471 
2011  1 19  0.4559  0.0473 
2011  1 20  0.6071  0.0482 
2011  1 21  0.8077  0.0490 
2011  1 22  1.0168  0.0499 
2011  1 23  1.1551  0.0504 
2011  1 24  1.1654  0.0509 
2011  1 25  1.0421  0.0502 
2011  1 26  0.8260  0.0490 
2011  1 27  0.5912  0.0481 
2011  1 28  0.4021  0.0477 
2011  1 29  0.3021  0.0477 
2011  1 30  0.2970  0.0479 
2011  1 31  0.3533  0.0483 
2011  2  1  0.4196  0.0489 
2011  2  2  0.5630  0.0491 
2011  2  3  0.6953  0.0493 
2011  2  4  0.7589  0.0496 
2011  2  5  0.7780  0.0493 
2011  2  6  0.7787  0.0481 
2011  2  7  0.7524  0.0474 
2011  2  8  0.6732  0.0470 
2011  2  9  0.5681  0.0461 
2011  2 10  0.5020  0.0457 
2011  2 11  0.4388  0.0462 
2011  2 12  0.3598  0.0471 
2011  2 13  0.3367  0.0486 
2011  2 14  0.4043  0.0500 
2011  2 15  0.5859  0.0509 
2011  2 16  0.8539  0.0528 
2011  2 17  1.1418  0.0554 
2011  2 18  1.3794  0.0601 
2011  2 19  1.5530  0.0634 
2011  2 20  1.6419  0.0617 
2011  2 21  1.5821  0.0619 
2011  2 22  1.3354  0.0603 
2011  2 23  1.0051  0.0568 
2011  2 24  0.7225  0.0552 
2011  2 25  0.5219  0.0554 
2011  2 26  0.4235  0.0565 
2011  2 27  0.4393  0.0568 
2011  2 28  0.5427  0.0572 
2011  3  1  0.6842  0.0565 
2011  3  2  0.8371  0.0541 
2011  3  3  0.9875  0.0531 
2011  3  4  1.1107  0.0527 
2011  3  5  1.1792  0.0523 
2011  3  6  1.1776  0.0518 
2011  3  7  1.1229  0.0510 
2011  3  8  1.0398  0.0496 
2011  3  9  0.9394  0.0489 
2011  3 10  0.8319  0.0490 
